character_name,traits,category,traints
keean johnson,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
currie graham,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
gregory peck,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
nick bateman,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
christopher meloni,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
clara rosager,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
luis zahera,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
sakrat ruekthamrong,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
samantha cope,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
diane ladd,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
coco martin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
victoria alonso,"[""['is_female'"", "" 'is_producer']""]",Production,"['is_female', 'is_producer']"
sierra mccormick,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
clea duvall,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kim chae-eun,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
gloria guida,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
will yun lee,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
shin seung-ho,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
alycia debnam-carey,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
erika sainte,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lucia walters,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
keegan connor tracy,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
liam carney,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
michaela mcmanus,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
reginald veljohnson,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
arin,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sung hoon,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
james norton,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
park jin-joo,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sean patrick thomas,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jeong hyang,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
leonardo sbaraglia,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jessica green,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
josephine benini,"[""['is_actor']""]",Acting,['is_actor']
tom austen,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
martiño rivas,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jakob cedergren,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
mary selway,"[""['is_female'"", "" 'is_producer']""]",Production,"['is_female', 'is_producer']"
chris klein,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
janet jones,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
alexandra rapaport,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
leslie hope,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
emily baldoni,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
romain duris,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jayne trcka,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
chad lindberg,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jessie ennis,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
justin pierce,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
alana boden,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
axl rose,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
sonequa martin-green,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
margaret cho,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
joe don baker,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jr bourne,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ali macgraw,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
scottie thompson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
carina lau,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kacey rohl,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kylie verzosa,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
josh dallas,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
maxence danet-fauvel,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
josh lucas,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
vic morrow,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
mikael persbrandt,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
merritt wever,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jeb stuart adams,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
matthew broderick,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kang ha-neul,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
joe anderson,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
martin short,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
brianne howey,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
yang mi,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
amy steel,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
christy chung,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
d.b. sweeney,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
john mccrea,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
caterina murino,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
nat natasitt uareksit,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
matthias schweighöfer,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jorma taccone,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
lindsay sloane,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lon chaney jr.,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
emilie de ravin,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sergio mayer mori,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
plutarco haza,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
alison doody,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
nazlı bulum,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
matthew daddario,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
linda thorson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
steven berkoff,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
gabriella wilde,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ashley tisdale,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
karthika mathew,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
stephen bogaert,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
joo hyun-young,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
nishi munshi,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
song weilong,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
john forsythe,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
gloria reuben,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
griffin dunne,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
james wong,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
himesh patel,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ece çeşmioğlu,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jessica williams,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jennifer cheon,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
robert pine,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
niels schneider,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
sam spruell,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
rockmond dunbar,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
cheryl hines,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
yu aoi,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
storm reid,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
katsuhiko fujii,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
sofie gråbøl,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
rinko kikuchi,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sebastian croft,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
christopher nolan,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
matthew douma,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
marlyne barrett,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jennifer grey,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
karina logue,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
chae jong-hyeop,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
meredith monroe,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
clarke peters,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
rebecca ferratti,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ren jialun,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
taj atwal,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
karan brar,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
adriana vega,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
dean s. jagger,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
peter o'toole,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
raoul bova,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
sung kang,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
blair brown,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
charlyne yi,"[""['is_actor']""]",Acting,['is_actor']
dustin milligan,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
michael mann,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
alexis knapp,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
erik von detten,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
william moseley,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
eric balfour,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
sebastian cabot,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
keith ferguson,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
delphine chanéac,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
james wan,"[""['is_male'"", "" 'is_producer']""]",Production,"['is_male', 'is_producer']"
yukee chen,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sheila mccarthy,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
chisato kawamura,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
machiko ono,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
david dawson,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
hafsanur sancaktutan,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kim do-hee,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
letitia wright,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
josie loren,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
michael c. hall,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jessica de gouw,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
hiroyuki ikeuchi,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
art malik,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
holly earl,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
selim boughedir,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
angelines fernández,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kim delaney,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
hwang jung-eum,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
dan hedaya,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
shuntaro yanagi,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
dexter fletcher,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
edward holcroft,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
diany rodriguez,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kate micucci,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sharon rooney,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
erika christensen,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lina esco,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
han ji-min,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jean bruce scott,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
greta garbo,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jared padalecki,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
anton lesser,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ronnie james dio,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
richard crenna,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
laura spencer,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
clifton collins jr.,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
dash mihok,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
david arquette,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kat dovey,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
leah remini,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
beba lončar,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
vincent schiavelli,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
margaret travolta,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
damian o'hare,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
david oakes,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
joan blondell,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
tony todd,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
suniel shetty,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
mary stavin,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
graham patrick martin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kate walsh,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
marisol nichols,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
dylan penn,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
iliza shlesinger,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
