character_name,traits,category,traints
guy burnet,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
atsumi tanezaki,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
arci muñoz,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
charlie plummer,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
trine michelsen,"[""['is_actor']""]",Acting,['is_actor']
aaron tveit,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
rodrigo de la serna,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
michael v. gazzo,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
chiung-hsuan hsieh,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
cree cicchino,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
aurélie moeremans,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
martin kenzie,"[""['is_male']""]",Camera,['is_male']
roberto urbina,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
sam gilroy,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
yoo sun,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
maria ricossa,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ceci flores,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jin han,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
emelia burns,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lindsay crouse,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
alec secăreanu,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
abe vigoda,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
manjinder virk,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
dena kaplan,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
doris lung chun-erh,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
eve jeffers cooper,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
rita wilson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
mike colter,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jang hyuk-jin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
yoon sul-hee,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
charlotte ross,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
amanda bearse,"[""['is_female'"", "" 'is_director']""]",Directing,"['is_female', 'is_director']"
chris wedge,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
amelie bea smith,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
almila ada,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
steven culp,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
gina bellman,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ahn se-bin,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
aarif rahman,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
guillermo garcía cantú,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
deniz akdeniz,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
rya kihlstedt,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
pedro armendáriz jr.,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ralph brown,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ryoko yonekura,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jonathan groff,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jennifer salt,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
melanie liburd,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
luo jin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
dennis to yue-hong,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jaleel white,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ayako fujitani,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kim richards,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
marc lawrence,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tom amandes,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
alice belaïdi,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lenny montana,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
michael dorn,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
yuki sakurai,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
asin thottumkal,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
oğuzhan koç,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jon kortajarena,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
chintara sukapatana,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sasha spielberg,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
nilperi şahinkaya,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
natalie wood,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kaliko kauahi,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
heidi kling,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
maddie nichols,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
laura berlin,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jin goo,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
zhang zifeng,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
miguel sandoval,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
george hamilton,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
anna yao,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kimberly elise,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
pat crowley,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ingrid bisu,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
apinya sakuljaroensuk,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
oh jung-se,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
paco león,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
talia balsam,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lucy cohu,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
catherine siachoque,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
youki kudoh,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
devyn nekoda,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
bülent i̇nal,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
inna korobkina,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
chuck connors,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
david ayer,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
mako,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
shing fui-on,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kayla wallace,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
anjala zaveri,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
persis khambatta,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
brit marling,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
tahar rahim,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
bob peterson,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kaownah kittipat kaewcharoen,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
finnegan oldfield,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ray romano,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
neil d'souza,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
angel coulby,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sonja gerhardt,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
geno silva,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
chad connell,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
lee sung-jae,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kathie sileno,"[""['is_actor']""]",Acting,['is_actor']
daniel baldwin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
gemma whelan,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
moon chae-won,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
peta sergeant,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
william allen young,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
cherry jones,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
robert bailey jr.,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
eden ducourant,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
rosie day,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
melis birkan,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
aleksandr oblasov,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
lou llobell,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
alex mauriello,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
nicholas turturro,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
donovan patton,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
aya hirano,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
noah mills,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
lorina kamburova,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
irene escolar,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
dante basco,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
park ji-hu,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jacob davich,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
erin sanders,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
amy johnston,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
paul sorvino,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
başak gümülcinelioğlu,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jesse l. martin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
mindy robinson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
delroy lindo,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ray mckinnon,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
shota totsuka,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
zafer ergin,"[""['is_actor']""]",Acting,['is_actor']
john ford,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
ryosuke miura,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jaid barrymore,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
mustafa shakir,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
natalie mendoza,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kerry fox,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
oka giner,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
evren duyal,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jerry minor,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tom lewis,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
katherine boecher,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
persia white,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
christopher mitchum,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jess bush,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
zeynep kızıltan,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
damla colbay,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
randy havens,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
honoka yahagi,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kate tsui,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
madison arnold,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
erin richards,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
choi yoon-young,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jennifer banko,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lana wood,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lee ho-jung,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
vikrant massey,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
chris zylka,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
julie estelle,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
nia peeples,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
rosette,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ol parker,"[""['is_male'"", "" 'is_writer']""]",Writing,"['is_male', 'is_writer']"
yang se-jong,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
gao hanyu,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
emma bell,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
colm meaney,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
brandon perea,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
shari headley,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
orlando brown,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jim youngs,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
briana cuoco,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jessica ellerby,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
roxane duran,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
premji amaran,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
john nettles,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kimberly williams-paisley,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
rebecca root,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lance gross,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tahj mowry,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kristen kurnik,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lee dong-hwi,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
alaina huffman,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
eliot sumner,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ezgi eyüboğlu,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
stephanie lee,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jasmine guy,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
bérénice marlohe,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
antonia gentry,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ryan broussard,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
gao yuanyuan,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
alan bates,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
michelle jiang,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
huang cancan,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
joseph raymond lucero,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
emily tosta,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
bua nalinthip sakulongumpai,"[""['is_actor']""]",Acting,['is_actor']
ronald lacey,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
olivia chenery,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
cha in-pyo,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
angela cartwright,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
clifton powell,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tamsin greig,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
philip bolden,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
annette andre,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
aline küppenheim,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jay ryan,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
nieves navarro,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
matthew lewis,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
pip torrens,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
david mccallum,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
gökçe özyol,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jack donnelly,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
christina pickles,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
bellamy young,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
leon lamar,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
larry the cable guy,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
vanessa villela,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sue lyon,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
haruna kawaguchi,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
james mcteigue,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
na young-seok,"[""['is_male']""]",Creator,['is_male']
jessica harmon,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
berant zhu,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kristy dawn dinsmore,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
marc webb,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
shannon lucio,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
aglaya tarasova,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
annie q.,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
carlson young,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
larry b. scott,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
denis lawson,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
becky ann baker,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
tzi ma,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
scott paulin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
corin nemec,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ratheesh balakrishnan poduval,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
vince mattis,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
dan trachtenberg,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
christopher mayer,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
melanie vallejo,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
franco lo presti,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
oh man-seok,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
debra mooney,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
david morrissey,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
brian deacon,"[""['is_actor']""]",Acting,['is_actor']
christine hung hiu-wan,"[""['is_actor']""]",Acting,['is_actor']
baek seul-bi,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
brad johnson,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
miko hughes,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
brad silberling,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
victoria abril,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
anna cathcart,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
emily alatalo,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
anita dobson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
rebecka liljeberg,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kim hye-yoon,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
joe alwyn,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
minami tanaka,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
shakira barrera,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
rebecca marder,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
balthazar getty,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
anna rita vitolo,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
yu haoming,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
clara paget,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
luise heyer,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
james fleet,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
erika ishii,"[""['is_actor']""]",Acting,['is_actor']
shiori akita,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
elham hamidi,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
yeo un-gye,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
da'vine joy randolph,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
tyrone power,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
catherine davis,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
matt ross,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
rexen cheng jen-shuo,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
chloe farnworth,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
elarica johnson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
judd hirsch,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
dan monahan,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
sam underwood,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
karel roden,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
koyuki,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
liu yinhao,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
michael drayer,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
miguel varoni,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
